date,SX5T Index,macd_12_26
2002-04-24,4660.88,-41.429358974359275
2002-04-25,4596.67,-36.25487179487118
2002-04-26,4579.56,-35.07025641025575
2002-04-29,4552.81,-30.472051282051325
2002-04-30,4599.14,-26.971794871794373
2002-05-02,4561.94,-28.090320512820654
2002-05-03,4501.83,-43.42987179487136
2002-05-06,4481.0,-59.1274999999996
2002-05-07,4448.1,-71.71435897435822
2002-05-08,4560.61,-77.41320512820494
2002-05-09,4542.17,-81.4405128205135
2002-05-10,4465.47,-87.88666666666631
2002-05-13,4526.72,-90.97397435897346
2002-05-14,4611.76,-85.55493589743583
2002-05-15,4637.7,-81.14916666666704
2002-05-16,4616.15,-74.57929487179445
2002-05-17,4595.25,-70.92153846153815
2002-05-20,4553.18,-69.29653846153906
2002-05-21,4545.28,-62.11032051282109
2002-05-22,4475.6,-54.41608974358951
2002-05-23,4488.54,-38.82378205128225
2002-05-24,4501.29,-31.823269230769256
2002-05-27,4532.2,-23.965256410257098
2002-05-28,4495.26,-11.104679487179965
2002-05-29,4486.37,-5.797179487179164
2002-05-30,4390.56,-12.245512820513795
2002-05-31,4441.05,-20.178012820511867
2002-06-03,4385.5,-31.276923076922685
2002-06-04,4228.82,-48.32275641025626
2002-06-05,4238.9,-62.43929487179503
2002-06-06,4251.56,-73.54749999999967
2002-06-07,4165.68,-84.13339743589677
2002-06-10,4159.01,-98.40884615384675
2002-06-11,4236.74,-111.06006410256396
2002-06-12,4122.15,-132.69435897435778
2002-06-13,4077.61,-148.9216025641026
2002-06-14,3963.8,-170.2241025641024
2002-06-17,4143.53,-178.4276282051278
2002-06-18,4137.37,-188.75929487179474
2002-06-19,4051.85,-195.02846153846167
2002-06-20,3967.6,-191.0237179487185
2002-06-21,3940.16,-189.9191025641021
2002-06-24,3806.57,-196.66775641025652
2002-06-25,3909.98,-193.23762820512866
2002-06-26,3833.01,-193.0092948717952
2002-06-27,3902.77,-198.80820512820492
2002-06-28,4072.58,-186.94057692307751
2002-07-01,4072.97,-170.85339743589748
2002-07-02,3900.98,-151.81070512820452
2002-07-03,3809.64,-153.2648717948714
2002-07-04,3920.01,-149.59512820512919
2002-07-05,4117.29,-133.6314102564097
2002-07-08,4104.82,-109.26448717948779
2002-07-09,4049.95,-87.2095512820515
2002-07-10,3881.18,-67.62128205128192
2002-07-11,3751.67,-62.074166666666315
2002-07-12,3754.78,-49.486410256410636
2002-07-15,3524.41,-56.352179487179455
2002-07-16,3530.27,-77.3623717948717
2002-07-17,3668.04,-89.23346153846114
2002-07-18,3708.03,-89.38493589743621
2002-07-19,3506.8,-92.667371794872
2002-07-22,3310.98,-118.31141025641
2002-07-23,3198.59,-158.52589743589715
2002-07-24,3172.24,-199.12051282051334
2002-07-25,3272.28,-233.94288461538508
2002-07-26,3300.55,-256.6729487179482
2002-07-29,3542.63,-258.8033333333333
2002-07-30,3502.18,-268.146025641026
2002-07-31,3494.21,-254.67153846153906
2002-08-01,3328.56,-252.07878205128145
2002-08-02,3317.66,-258.772884615385
2002-08-05,3187.68,-268.1007692307694
2002-08-06,3376.44,-252.1744871794872
2002-08-07,3340.66,-228.15038461538506
2002-08-08,3514.42,-190.47660256410336
2002-08-09,3583.42,-143.26583333333292
2002-08-12,3480.65,-101.41551282051296
2002-08-13,3517.41,-60.75115384615401
2002-08-14,3376.35,-48.700128205128294
2002-08-15,3489.71,-34.6827564102573
2002-08-16,3536.92,-22.863974358974247
2002-08-19,3682.14,9.39487179487196
2002-08-20,3611.78,30.544487179487078
2002-08-21,3652.89,64.5958333333333
2002-08-22,3742.9,92.25493589743564
2002-08-23,3676.47,121.45294871794931
2002-08-26,3613.09,125.58737179487116
2002-08-27,3733.59,121.84730769230782
2002-08-28,3559.3,114.52801282051223
2002-08-29,3477.47,99.4600641025645
2002-08-30,3532.81,102.47801282051296
2002-09-02,3441.39,93.03442307692285
2002-09-03,3272.24,81.37737179487158
